,Person,Institut
3258,Borgards < Roland < Univ.-Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3259,Butt < Nadia < Prof'in. Dr. < ,Institut für England- und Amerikastudien
3260,Carl < Mark-Oliver < Prof. Dr. < ,Bitte manuell einfügen
3261,Dettmar < Ute < Prof'in. Dr. < ,Institut für Jugendbuchforschung
3262,Drügh < Heinz < Univ.-Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3263,Ebert < Cornelia < Prof'in. < ,Institut für Linguistik
3264,Erfurt < Jürgen < Univ.-Prof. Dr. < ,Institut für Romanische Sprachen und Literaturen
3265,Erll < Astrid < Prof. Dr. Dr. h.c. < ,Institut für England- und Amerikastudien
3266,Felcht < Frederike < Prof'in. Dr. < ,Institut für Skandinavistik
3267,Fery < Caroline < Univ.-Prof'in Dr. < ,Institut für Linguistik
3268,Frisch < Stefanie < Prof'in. Dr. < ,Institut für England- und Amerikastudien
3269,Geisenhanslüke < Achim < Prof. Dr. < ,Institut für Allgemeine und Vergleichende Literaturwissenschaft
3270,Goás Pérez < Ana <  < ,Institut für Romanische Sprachen und Literaturen
3271,Hediger < Vinzenz < Prof. Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3272,Herzogenrath < Bernd < Prof. Dr. < ,Institut für England- und Amerikastudien
3273,Hüser < Rembert < Prof. Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3274,Ißler < Roland < Univ.-Prof. Dr. < ,Institut für Romanische Sprachen und Literaturen
3275,Kasper < Judith < Univ.-Prof'in Dr. < ,Institut für Allgemeine und Vergleichende Literaturwissenschaft
3276,Köhling < Claire <  < ,Institut für Romanische Sprachen und Literaturen
3277,Komfort-Hein < Susanne < Univ.-Prof'in Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3278,Ludwig < Cristina <  < ,Institut für Romanische Sprachen und Literaturen
3279,Mayer < Johannes < Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3280,Müller < Olaf < Univ.-Prof. Dr. < ,Institut für Romanische Sprachen und Literaturen
3281,Müller-Schöll < Nikolaus < Prof. Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3282,Ott < Christine < Univ.-Prof'in Dr. < ,Institut für Romanische Sprachen und Literaturen
3283,Payen < Stéphanie <  < ,Institut für Romanische Sprachen und Literaturen
3284,Poletto < Cecilia < Univ.-Prof'in Dr. < ,Institut für Romanische Sprachen und Literaturen
3285,Radlwimmer < Romana < Univ.-Prof'in Dr. < ,Institut für Romanische Sprachen und Literaturen
3286,Rinke < Esther < Univ.-Prof'in Dr. < ,Institut für Romanische Sprachen und Literaturen
3287,Rosebrock < Cornelia < Univ.-Prof'in Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3288,Sailer < Manfred < Prof. Dr. < ,Institut für Empirische Sprachwissenschaften
3289,Salinas Valera < Marién <  < ,Institut für Romanische Sprachen und Literaturen
3290,Schäfer < Heike < Prof'in. Dr. < ,Institut für England- und Amerikastudien
3291,Scholz < Susanne < Prof'in. Dr. < ,Institut für England- und Amerikastudien
3292,Schulz < Petra < Univ.-Prof'in Dr. < ,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3293,Schulze-Engler < Frank < Prof. Dr. < ,Institut für England- und Amerikastudien
3294,Seidel < Robert < Univ.-Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3295,Spiller < Roland < Univ.-Prof. Dr. < ,Institut für Romanische Sprachen und Literaturen
3296,Torregrossa < Jacopo < Prof. Dr. < ,Institut für Romanische Sprachen und Literaturen
3297,Viebrock < Britta < Prof'in. Dr. < ,Institut für England- und Amerikastudien
3298,Völz < Johannes < Prof. Dr. < ,Institut für England- und Amerikastudien
3299,Webelhuth < Gert < Prof. Dr. < ,Institut für England- und Amerikastudien
3300,Weiß < Helmut < Univ.-Prof. Dr. < ,Institut für Linguistik
3301,Wendt < Simon < Prof. Dr. < ,Institut für England- und Amerikastudien
3302,Wenzel < Franziska < Prof'in. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3303,Winter < Ulrich < Univ.-Prof. Dr. < ,Institut für Romanische Sprachen und Literaturen
3304,Zimmermann < Thomas Ede < Univ.-Prof. Dr. < ,Institut für Philosophie
3305,Janecke < Christian < Prof. Dr. < Dr. phil. habil.,Institut für deutsche Literatur und ihre Didaktik
3306,Campanini < Sonia < Jun. Prof. Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3307,Lago < Sol < Prof'in. Dr. < ,Institut für Romanische Sprachen und Literaturen
3308,Middelhoff < Frederike < Prof'in. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3309,Bay < Wolfgang < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3310,Frick < Julia < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3311,Funk < Wolfgang < Dr. < ,Bitte manuell einfügen
3312,Genschow < Karen < Dr. < ,Institut für Romanische Sprachen und Literaturen
3313,Holder < Friedemann < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3314,Kruse < Mathias <  < Dr.,Institut für Skandinavistik
3315,Kugler < Lena < Priv. Doz. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3316,Lauer < Claudia < Jun. Prof. Dr. < ,Bitte manuell einfügen
3317,Löffler < Philipp < Priv. Doz. Dr. < ,Bitte manuell einfügen
3318,Mohr < Jan < Priv. Doz. Dr. < ,Bitte manuell einfügen
3319,Runow < Holger < Prof. Dr. < ,Bitte manuell einfügen
3320,Schallert < Oliver < Dr. < ,Institut für Linguistik
3321,Schneider < Ulrike < Dr. < ,Institut für England- und Amerikastudien
3322,Sedlmeier < Florian < Priv. Doz. Dr. < ,Institut für England- und Amerikastudien
3323,Wirbatz < Karoline < Dr. < ,Institut für England- und Amerikastudien
3324,Doderer < Klaus <  < Prof. em. Dr.,Institut für Jugendbuchforschung
3325,Ewers < Hans-Heino < Prof. Dr. Dr. h.c. < ,Institut für Jugendbuchforschung
3326,Grewendorf < Günther < Univ.-Prof. Dr. < ,Institut für Linguistik
3327,Kimpel < Dieter < Prof. Dr. < Prof. i. R.,Institut für deutsche Literatur und ihre Didaktik
3328,Leuninger < Helen < Univ.-Prof'in Dr. < ,Institut für Linguistik
3329,Metzner < Ernst Erich <  < ,Bitte manuell einfügen
3330,Wyss < Ulrich < Univ.-Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3331,Dagnino < Gloria <  < ,"Institut für Theater-, Film- und Medienwissenschaft"
3332,Delbecke < Jasper <  < ,"Institut für Theater-, Film- und Medienwissenschaft"
3333,Ferber < Ilit < Prof'in. Dr. < ,Bitte manuell einfügen
3334,Gotal < Yotam <  < ,"Institut für Theater-, Film- und Medienwissenschaft"
3335,Gritzner < Karoline < Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3336,Keating < Carla Mereu <  < ,"Institut für Theater-, Film- und Medienwissenschaft"
3337,Ostrowska < Dorota <  < Dr.,Bitte manuell einfügen
3338,Rice < Tom < Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3339,Trencsényi < Katalin <  < ,"Institut für Theater-, Film- und Medienwissenschaft"
3340,Boehncke < Heiner < Apl. Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3341,Bunzel < Wolfgang < Apl. Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3342,Fürbeth < Frank < Apl. Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3343,Hilmes < Carola < Apl. Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3344,Richter < Frank < Apl. Prof. Dr. < ,Institut für England- und Amerikastudien
3345,Taube < Gerd < Hon. Prof. Dr. < ,Institut für Jugendbuchforschung
3346,Frenz < Dietmar < Priv. Doz. Dr. < ,Institut für Romanische Sprachen und Literaturen
3347,Jansen < Axel < Priv. Doz. Dr. < ,Zentrum für Nordamerika-Forschung (ZENAF)
3348,Lüderssen < Caroline < Priv. Doz. Dr. < ,Institut für Romanische Sprachen und Literaturen
3349,Lukenda < Robert < Priv. Doz. Dr. < ,Institut für Romanische Sprachen und Literaturen
3350,Nina Rada < Fernando < Priv. Doz. Dr. < ,Institut für Romanische Sprachen und Literaturen
3351,Zehelein < Eva-Sabine < Priv. Doz. Dr. < ,Bitte manuell einfügen
3352,Drügh < Heinz < Univ.-Prof. Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3353,Estelmann < Frank < Priv. Doz. Dr. < ,Institut für Romanische Sprachen und Literaturen
3354,Heyer < Petra < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3355,Küppers < Almut < Dr. < ,Institut für England- und Amerikastudien
3356,Goralsky < Susanne <  < ,Institut für deutsche Literatur und ihre Didaktik
3357,Hoff < Nadine <  < ,Institut für deutsche Literatur und ihre Didaktik
3358,Klinger < Dorothea <  < ,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3359,Noeske < Barbara <  < ,Institut für deutsche Literatur und ihre Didaktik
3360,Pinzka < Natalie <  < ,Institut für Romanische Sprachen und Literaturen
3361,Rodekurth < Andrea <  < ,Institut für deutsche Literatur und ihre Didaktik
3362,Skokov < Tanja <  < ,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3363,Torchani < Alexa <  < ,Institut für Romanische Sprachen und Literaturen
3364,Genschow < Karen < Dr. < ,Institut für Romanische Sprachen und Literaturen
3365,Kentner < Gerrit < Dr. habil. < PD,Institut für Linguistik
3366,Probst < Louise <  < ,Institut für Linguistik
3367,Reinhard < Sylvain <  < ,Institut für Romanische Sprachen und Literaturen
3368,Benstein < Patricia < Dr. < ,Institut für England- und Amerikastudien
3369,Børdahl < Espen <  < Cand. Philol.,Institut für Skandinavistik
3370,Caloi < Irene < Dr. < ,Institut für Romanische Sprachen und Literaturen
3371,Clark < Robert <  < ,Institut für England- und Amerikastudien
3372,Diz Vidal < Martín <  < ,Institut für Romanische Sprachen und Literaturen
3373,Fisk < James <  < ,Institut für England- und Amerikastudien
3374,Giaimo Patronas < Cristina <  < Dott.ssa,Institut für Romanische Sprachen und Literaturen
3375,Hastenplug < Anne Marlene <  < Cand. mag.,Institut für Skandinavistik
3376,Michel < Maren <  < ,Institut für England- und Amerikastudien
3377,Muñoz-Aunión < Marta < Dr. < ,Institut für Romanische Sprachen und Literaturen
3378,Neves < Daniela <  < ,Institut für Romanische Sprachen und Literaturen
3379,Nicolas < Aurore <  < M.A.,Institut für Romanische Sprachen und Literaturen
3380,Niepceron < Stéphanie <  < ,Institut für Romanische Sprachen und Literaturen
3381,Nordström < Jackie < Apl. Prof. Dr. < ,Institut für Skandinavistik
3382,Poarch < Gregory < Dr. < ,Bitte manuell einfügen
3383,Sprague < Laura <  < ,Institut für England- und Amerikastudien
3384,Hebel < Clara <  < M.A.,Institut für England- und Amerikastudien
3385,Monteiro < Pedro < Dr. < ,Institut für Romanische Sprachen und Literaturen
3386,Smith < Peter < Dr. < ,Institut für Linguistik
3387,Albers < Beer <  < ,Institut für deutsche Literatur und ihre Didaktik
3388,Allen < Martina < Dr. < ,Institut für England- und Amerikastudien
3389,Aremu < Daniel <  < ,Institut für Linguistik
3390,Assmann < David-Christopher <  < PD Dr.,Institut für deutsche Literatur und ihre Didaktik
3391,Augurzky < Petra < Dr. < ,Institut für Linguistik
3392,Aygül < Nehir <  < ,Institut für Linguistik
3393,Baldan < Andrea < Dr. < des.,Institut für Romanische Sprachen und Literaturen
3394,Balsemin < Tommaso <  < ,Institut für Romanische Sprachen und Literaturen
3395,Bargmann < Sascha < Dr. < ,Institut für England- und Amerikastudien
3396,Barnes < Kathryn <  < ,Institut für Linguistik
3397,Baudisch < Marvin <  < ,Institut für deutsche Literatur und ihre Didaktik
3398,Becher < Christina < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3399,Biet < Marion <  < M.A.,"Institut für Theater-, Film- und Medienwissenschaft"
3400,Bögel < Tina < Dr. < ,Bitte manuell einfügen
3401,Boila < Chiara < Dr. < ,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3402,Brückner-Amin < Sina <  < MA,"Institut für Theater-, Film- und Medienwissenschaft"
3403,Bündgens-Kosten < Jules < Dr. < ,Institut für England- und Amerikastudien
3404,Busch < Lara <  < M.A.,Institut für Jugendbuchforschung
3405,Calio < Gianluca <  < M.A.,Institut für England- und Amerikastudien
3406,Campregher Paiva < Isadora <  < M.A.,"Institut für Theater-, Film- und Medienwissenschaft"
3407,Cook < Philippa < Dr. < ,Bitte manuell einfügen
3408,Corvacho < Irene < Dr. < ,Institut für Pädagogik der Elementar- und Primarstufe (WE II)
3409,Detmold < Gaye <  < ,Institut für Linguistik
3410,de Wolff < Kaya < Dr. < ,Institut für England- und Amerikastudien
3411,Döhne < Eva <  < Dr. des.,"Institut für Theater-, Film- und Medienwissenschaft"
3412,Dornhofer < Daniel < Dr. < ,Institut für England- und Amerikastudien
3413,Dorr < Maria <  < ,Bitte manuell einfügen
3414,Dreschke < Anja <  < Dr.,"Institut für Theater-, Film- und Medienwissenschaft"
3415,Emmrich < Thomas < Dr. < ,Institut für Allgemeine und Vergleichende Literaturwissenschaft
3416,Esser < Thomas <  < M.A.,Institut für Skandinavistik
3417,Fears-Heinzel < Gloria <  < ,Institut für England- und Amerikastudien
3418,Feller < Maren <  < M.A.,"Institut für Theater-, Film- und Medienwissenschaft"
3419,Fernández Rodriguez < Camila <  < ,Institut für Romanische Sprachen und Literaturen
3420,Ferraresi < Gisella < Priv. Doz. Dr. < ,Institut für Linguistik
3421,Gaebert-Rosendahl < Désirée < Dr. < ,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3422,Giesa < Felix < Dr. < ,Institut für Jugendbuchforschung
3423,Gonsior < Sebastian <  < M.A.,Institut für England- und Amerikastudien
3424,Gremels < Andrea < Priv. Doz. Dr. < ,Institut für Romanische Sprachen und Literaturen
3425,Gries < Ines <  < ,Institut für deutsche Literatur und ihre Didaktik
3426,Guerrini < Janek <  < ,Institut für Linguistik
3427,Haller < Andrea < Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3428,Hamann-Rose < Paul <  < Dr. des.,Bitte manuell einfügen
3429,Hasenzahl < Mona <  < ,Bitte manuell einfügen
3430,Haug < Franziska <  < M.A.,Institut für deutsche Literatur und ihre Didaktik
3431,Henning-Mohr < Astrid < Dr. < ,Institut für Jugendbuchforschung
3432,Heß < Linda < Dr. < ,Bitte manuell einfügen
3433,Himmelreich < Anke < Dr. < ,Institut für Linguistik
3434,Hoffmann < Lena < Dr. < ,Institut für Jugendbuchforschung
3435,Högerle < Erin <  < ,Bitte manuell einfügen
3436,Hoof < Florian <  < Dr.,"Institut für Theater-, Film- und Medienwissenschaft"
3437,Ivanova < Iverina <  < ,Institut für England- und Amerikastudien
3438,Jäger < Andreas < Dr. < ,Institut für Linguistik
3439,Janßen < Annika < Dr. < ,Institut für England- und Amerikastudien
3440,Jonas < Dianne < Dr. < ,Bitte manuell einfügen
3441,Jordan < Rieke < Dr. < ,Bitte manuell einfügen
3442,Jörgens < Moritz < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3443,Kaaz < Brandon <  < ,Institut für Skandinavistik
3444,Kalbermatten < Manuela < Dr. < ,Institut für Jugendbuchforschung
3445,Kaushik < Ritika < Dr. < ,"Institut für Theater-, Film- und Medienwissenschaft"
3446,Kemmerer < Alexandra <  < ,Institut für England- und Amerikastudien
3447,Keppler < Anastasia <  < ,Institut für deutsche Literatur und ihre Didaktik
3448,Kerezova < Nelli <  < M.A.,Institut für Romanische Sprachen und Literaturen
3449,Knepel < Ruth <  < ,Institut für England- und Amerikastudien
3450,Koch < Maximilian <  < M.A.,Institut für deutsche Literatur und ihre Didaktik
3451,Köhring < Esther < Dr. < Dipl. Thea.,Institut für deutsche Literatur und ihre Didaktik
3452,Koloseus < Paul <  < M.A.,"Institut für Theater-, Film- und Medienwissenschaft"
3453,Koukoulioti < Vasiliki <  < ,Institut für Linguistik
3454,Kuchenbrandt < Imme < Dr. < ,Institut für Romanische Sprachen und Literaturen
3455,Kuhl < Stephan < Dr. < ,Bitte manuell einfügen
3456,Lamoure < Nicolas < Dr. < ,Institut für Romanische Sprachen und Literaturen
3457,Lang < Kathrin <  < ,Institut für deutsche Literatur und ihre Didaktik
3458,Langer < Corinna <  < ,Institut für Linguistik
3459,Lanzendörfer < Tim < Priv. Doz. Dr. < ,Institut für England- und Amerikastudien
3460,Leonhardt < Jan-Erik < Dr. < ,Institut für England- und Amerikastudien
3461,Levihn-Kutzler < Karsten <  < ,Bitte manuell einfügen
3462,Mai < Jonathan <  < ,Institut für Linguistik
3463,Makrodimitris < Christos <  < ,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3464,Meier < Cécile < Dr. < ,Institut für Linguistik
3465,Menzel < Nicola <  < M.A.,Institut für deutsche Literatur und ihre Didaktik
3466,Merten < Lydia <  < M. A.,Institut für deutsche Literatur und ihre Didaktik
3467,Möller < Reinhard M. < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3468,Moskal < Beata < Dr. < ,Institut für Linguistik
3469,Müller-Carstens < Sonja < Dr. < ,Institut für deutsche Literatur und ihre Didaktik
3470,Mursell < Johannes < Dr. < ,Institut für Linguistik
3471,Nijhawan < Subin < Dr. < ,Institut für England- und Amerikastudien
3472,Parrish < Kyle <  < ,Institut für Romanische Sprachen und Literaturen
3473,Pérez Hernández < Reynier <  < ,Institut für Romanische Sprachen und Literaturen
3474,Peters < Carlo <  < ,Bitte manuell einfügen
3475,Piñera < Ana <  < M.A.,Institut für Skandinavistik
3476,Ploch < Maja <  < M.A.,Institut für Skandinavistik
3477,Podlesnigg < Clara <  < Dr. des.,"Institut für Theater-, Film- und Medienwissenschaft"
3478,Portele < Yvonne < Dr. < ,Institut für Linguistik
3479,Preissner < Johannes <  < ,Institut für deutsche Literatur und ihre Didaktik
3480,Preuss < Matthias <  < M.A.,"Institut für Theater-, Film- und Medienwissenschaft"
3481,Radó < Janina < Dr. < ,Institut für England- und Amerikastudien
3482,Roth < Anna <  < M.A.,Institut für Psycholinguistik und Didaktik der deutschen Sprache
3483,Sauter < Caroline < Prof'in. Dr. < ,Institut für Allgemeine und Vergleichende Literaturwissenschaft
3484,Schaefer < Silvia <  < ,Institut für Romanische Sprachen und Literaturen
3485,Schäfer < Larena < Dr. < ,Institut für England- und Amerikastudien
3486,Schenk < Niko < Dr. < ,Bitte manuell einfügen
3487,Schentke < Anna Yeliz <  < ,Institut für deutsche Literatur und ihre Didaktik
